Campus Name,Campus,Campus Type,Campus Type Description
FAIRVIEW DAEP,200902005,41,41-Rural: Fringe
FAIRVIEW DAEP,041902005,41,41-Rural: Fringe
FAIRVIEW EL,091906105,13,13-City: Small
FAIRVIEW J H,020901046,41,41-Rural: Fringe
FAIRVIEW SCHOOL (DAEP),048903005,41,41-Rural: Fringe
FAIRVIEW SPECIAL PROGRAMS,041902195,41,41-Rural: Fringe
FAIRVIEW SPECIAL PROGRAMS,216901195,41,41-Rural: Fringe
FAIRVIEW SPECIAL PROGRAMS,048903195,43,43-Rural: Remote
FAIRVIEW SPECIAL PROGRAMS,200906195,42,42-Rural: Distant
FAIRVIEW SPECIAL PROGRAMS,226905195,42,42-Rural: Distant
FAIRVIEW/MISS JEWELL EL,050910101,22,22-Suburb: Mid-size
FAITH FAMILY MASTER ACADEMY,070801041,41,41-Rural: Fringe
FALCON PASS EL,084910124,11,11-City: Large
FALCON RIDGE EL,101925104,41,41-Rural: Fringe
FALFURRIAS EL,024901101,33,33-Town: Remote
FALFURRIAS H S,024901001,41,41-Rural: Fringe
FALFURRIAS INNOVATION ACADEMY,024901105,33,33-Town: Remote
FALFURRIAS J H,024901041,33,33-Town: Remote
FALL CREEK EL,101913124,21,21-Suburb: Large
FALLBROOK ACADEMY,221801065,21,21-Suburb: Large
FALLS CAREER H S,027904002,32,32-Town: Distant
FALLS CITY EL,128904101,42,42-Rural: Distant
FALLS CITY H S,128904001,42,42-Rural: Distant
FANNIN EL,175903103,32,32-Town: Distant
FANNIN EL,178904111,11,11-City: Large
FANNIN EL,021902106,13,13-City: Small
FANNIN EL,165901107,12,12-City: Mid-size
FANNIN EL,226903110,13,13-City: Small
FANNIN MIDDLE,188901044,12,12-City: Mid-size
FANNINDEL EL,060914102,43,43-Rural: Remote
FANNINDEL H S,060914001,43,43-Rural: Remote
FARIAS EARLY CHILDHOOD CENTER,101912352,11,11-City: Large
FARIAS EL,240901105,11,11-City: Large
FARINE EL,057912113,11,11-City: Large
FARLEY MIDDLE,246906042,41,41-Rural: Fringe
FARMERS BRANCH EL,057903109,21,21-Suburb: Large
FARMERSVILLE H S,043904001,31,31-Town: Fringe
FARMERSVILLE INT,043904102,31,31-Town: Fringe
FARMERSVILLE J H,043904041,31,31-Town: Fringe
FARNEY EL,101907135,21,21-Suburb: Large
FARRELL EL,220901143,21,21-Suburb: Large
FARRIS EARLY CHILDHOOD CTR,243905130,12,12-City: Mid-size
FARWELL EL,185902101,42,42-Rural: Distant
FARWELL H S,185902001,42,42-Rural: Distant
FARWELL J H,185902041,42,42-Rural: Distant
FAUBION MIDDLE,043907041,22,22-Suburb: Mid-size
FAULK MIDDLE,031901043,12,12-City: Mid-size
FAYE WEBB EL,178904157,11,11-City: Large
FAYETTEVILLE SCHOOLS,075906001,43,43-Rural: Remote
FEHL-PRICE EL,123910131,12,12-City: Mid-size
FELIX G BOTELLO PERSONALIZED LEARNING EL,057905289,11,11-City: Large
FENLEY TRANSITIONAL H S,015904010,11,11-City: Large
FENLEY TRANSITIONAL MIDDLE,015904047,11,11-City: Large
FENWICK ACADEMY,015907123,11,11-City: Large
FERGUSON EDUCATION CENTER,220901015,11,11-City: Large
FERN BLUFF EL,246909123,21,21-Suburb: Large
FERNANDEZ EL,015915151,11,11-City: Large
FERNDELL HENRY CENTER FOR LEARNING,079907038,41,41-Rural: Fringe
FERRIS H S,070905002,41,41-Rural: Fringe
FERRIS J H,070905041,41,41-Rural: Fringe
FIDEL AND ANDREA R VILLARREAL EL,253901107,41,41-Rural: Fringe
FIELD EL,101912152,11,11-City: Large
FIELD MIDDLE,057903041,21,21-Suburb: Large
FIELDS EL,108906114,12,12-City: Mid-size
FIELDS EL,015915226,21,21-Suburb: Large
FIELDS STORE EL,237904106,42,42-Rural: Distant
FIEST EL,101907124,21,21-Suburb: Large
FINCH EL,043907102,22,22-Suburb: Mid-size
FINE ARTS ACADEMY,220920106,21,21-Suburb: Large
FINLEY EL,240903112,11,11-City: Large
FINLEY-OATES EL,074903104,32,32-Town: Distant
FIRST COLONY MIDDLE,079907045,12,12-City: Mid-size
FISHER EL,101917102,21,21-Suburb: Large
FISHER EL,015915107,21,21-Suburb: Large
FISHER EL,043905107,21,21-Suburb: Large
FITZGERALD EL,220901136,11,11-City: Large
FIVE PALMS EL,015908109,11,11-City: Large
FLATONIA EL,075901102,43,43-Rural: Remote
FLATONIA SECONDARY,075901001,43,43-Rural: Remote
FLEMING MIDDLE,101912078,11,11-City: Large
FLETCHER EL,123910110,12,12-City: Mid-size
FLETCHER MORGAN EL,079901146,41,41-Rural: Fringe
FLEX #22,170902136,41,41-Rural: Fringe
FLORENCE EL,246902101,42,42-Rural: Distant
FLORENCE EL,220907102,21,21-Suburb: Large
FLORENCE EL,057914102,21,21-Suburb: Large
FLORENCE H S,246902001,42,42-Rural: Distant
FLORENCE HILL EL,057910106,21,21-Suburb: Large
FLORENCE J SCOTT EL,214903103,32,32-Town: Distant
FLORENCE MIDDLE,246902041,42,42-Rural: Distant
FLORENCE W STILES MIDDLE,246913048,41,41-Rural: Fringe
FLORES EL,232903110,33,33-Town: Remote
FLORESVILLE ALTER CTR,247901002,41,41-Rural: Fringe
FLORESVILLE ALTERNATIVE CENTER CHOICE PROGRAM,128903002,32,32-Town: Distant
FLORESVILLE H S,247901001,32,32-Town: Distant
FLORESVILLE MIDDLE,247901041,32,32-Town: Distant
FLORESVILLE NORTH EL,247901104,42,42-Rural: Distant
FLORESVILLE SOUTH EL,247901106,32,32-Town: Distant
FLOSSIE FLOYD GREEN EL,043901107,21,21-Suburb: Large
FLOUR BLUFF EL,178914101,11,11-City: Large
FLOUR BLUFF H S,178914001,11,11-City: Large
FLOUR BLUFF INT,178914105,11,11-City: Large
FLOUR BLUFF J H,178914041,11,11-City: Large
FLOUR BLUFF PRI,178914103,11,11-City: Large
FLOWER MOUND EL,061902112,21,21-Suburb: Large
FLOWER MOUND H S,061902010,21,21-Suburb: Large
FLOYD EL,057914116,21,21-Suburb: Large
FLOYDADA COLLEGIATE H S,077901001,32,32-Town: Distant
FLOYDADA COLLEGIATE J H,077901041,32,32-Town: Distant
FLOYDADA ISD DAEP,077901004,32,32-Town: Distant
FLOYDADA ISD JJAEP,077901005,33,33-Town: Remote
FOERSTER EL,101912271,11,11-City: Large
FOLKS MIDDLE,015915059,41,41-Rural: Fringe
FOLLETT SCHOOL,148902001,43,43-Rural: Remote
FONDREN EL,101912153,11,11-City: Large
FONDREN MIDDLE,101912072,11,11-City: Large
FONVILLE MIDDLE,101912047,11,11-City: Large
FONWOOD EARLY CHILDHOOD CTR,101912470,11,11-City: Large
FORD EL,170902112,11,11-City: Large
FOREST BROOK MIDDLE,101912476,11,11-City: Large
FOREST CREEK EL,246909126,12,12-City: Mid-size
FOREST HILL EL,188901107,12,12-City: Mid-size
FOREST LANE ACADEMY,057916143,11,11-City: Large
FOREST MEADOW J H,057916047,11,11-City: Large
FOREST NORTH EL,246909108,11,11-City: Large
FOREST OAK MIDDLE,220905045,11,11-City: Large
FOREST PARK MAGNET SCHOOL,092903041,13,13-City: Small
FOREST RIDGE,021901108,12,12-City: Mid-size
FOREST TRAIL EL,227909104,21,21-Suburb: Large
FOREST VISTA EL,061902128,21,21-Suburb: Large
FORESTBURG SCHOOL,169910001,43,43-Rural: Remote
FORESTER EL,015915141,11,11-City: Large
FORESTRIDGE EL,057916120,11,11-City: Large
FORESTWOOD MIDDLE,061902048,21,21-Suburb: Large
FORMAN EL,043910109,11,11-City: Large
FORNEY H S,129902001,41,41-Rural: Fringe
FORNEY LEARNING ACADEMY,129902002,31,31-Town: Fringe
FORSAN EL,114904101,42,42-Rural: Distant
FORSAN H S,114904001,42,42-Rural: Distant
FORT BEND CO ALTER,079907010,21,21-Suburb: Large
FORT BEND CO ALTER,079901008,21,21-Suburb: Large
FORT BEND CO ALTER,101914034,21,21-Suburb: Large
FORT BEND CO EL,057848035,21,21-Suburb: Large
FORT BEND CO MIDDLE,057848036,21,21-Suburb: Large
FORT ELLIOTT SCHOOL,242906001,43,43-Rural: Remote
FORT HANCOCK H S,115901004,43,43-Rural: Remote
FORT HANCOCK MIDDLE,115901041,43,43-Rural: Remote
FORT SETTLEMENT MIDDLE,079907051,12,12-City: Mid-size
FORT STOCKTON ALAMO EL,186902102,33,33-Town: Remote
FORT STOCKTON APACHE EL,186902104,33,33-Town: Remote
FORT STOCKTON HIGH,186902001,33,33-Town: Remote
FORT STOCKTON INT,186902101,33,33-Town: Remote
FORT STOCKTON MIDDLE,186902041,33,33-Town: Remote
FORT WORTH ACADEMY OF FINE ARTS,220809001,11,11-City: Large
FORT WORTH ACADEMY OF FINE ARTS EL,220809101,11,11-City: Large
FOSSIL HILL MIDDLE,220907042,11,11-City: Large
FOSSIL RIDGE H S,220907002,11,11-City: Large
FOSTER EL,101912154,11,11-City: Large
FOSTER EL,220901126,11,11-City: Large
FOSTER EL,101913104,11,11-City: Large
FOSTER EL,161912101,42,42-Rural: Distant
FOSTER EL,015907125,11,11-City: Large
FOSTER H S,079901003,41,41-Rural: Fringe
FOSTER MIDDLE,092903042,13,13-City: Small
FOSTER VILLAGE EL,220902117,21,21-Suburb: Large
FOUNDATION SCHOOL OF AUTISM - SAN ANTONIO,072801151,11,11-City: Large
FOUNDERS CLASSICAL ACADEMY,221801043,21,21-Suburb: Large
FOUNDERS CLASSICAL ACADEMY - CONROE,221801073,13,13-City: Small
FOUNDERS CLASSICAL ACADEMY - FRISCO,221801068,21,21-Suburb: Large
FOUNDERS CLASSICAL ACADEMY CORINTH,221801064,21,21-Suburb: Large
FOUNDERS CLASSICAL ACADEMY CORINTH - UPPER SCHOOL,221801020,21,21-Suburb: Large
FOUNDERS CLASSICAL ACADEMY OF FLOWER MOUND,221801063,21,21-Suburb: Large
FOUNDERS CLASSICAL ACADEMY OF LEANDER,221801058,21,21-Suburb: Large
FOUNDERS CLASSICAL ACADEMY OF MESQUITE,221801061,21,21-Suburb: Large
FOUNDERS CLASSICAL ACADEMY OF PROSPER,221801077,41,41-Rural: Fringe
FOUNDERS CLASSICAL ACADEMY OF SCHERTZ,221801066,41,41-Rural: Fringe
FOUNDERS CLASSICAL ACADEMY- CARROLLTON,221801023,21,21-Suburb: Large
FOUNDERS CLASSICAL ACADEMY-BASTROP,221801075,32,32-Town: Distant
FOUR POINTS MIDDLE,246913047,41,41-Rural: Fringe
FOWLER EL,243905111,12,12-City: Mid-size
